character,top sccs
飓,飓飔飕飑飗飐咫颶飏颹
飔,飔飓飕飐飗咫飑颸飏飚
飕,飕飔飓飚飐飗瓞飑颼咫
飖,飖飘飙瓡瓢趴瓤飌爴砜
飗,飗飔飕飀飓飚飐飑飏颵
飘,飘飖瓢飄飙骪瓤瓡趴耿
飙,飙飘飖飆麳枫飊沨瓠炏
飚,飚飈飏飕颷飗飇飔飉鼵
飛,飛氽汆飞淼籴乑永兊系
飜,飜鄱翻騛馦飖亂摦爴瓠
飝,飝馢淼鬆褬鬣蕬鬏縔輟
飞,飞水宨永求下乀灭衣火
食,食貟貪合贪瓮台畣仺仓
飠,飠釒仓銜介慫仑仚众御
飡,飡湌沧冾凔洽淪滄潑淰
飢,飢飹釠觎釖餆釧釚釓釟
飣,飣釘钉糽飦魟饤虰靪町
飤,飤魜倝臥畒飮龡魞獸猒
飥,飥魠飪讬餂魹毹飳饦虴
飦,飦餅釬釺飣飪飳餠釪餛
飧,飧飱飨嬐殮娢姶嫽鹸始
飨,飨飧飱獫缭狳绘錜湌嬐
飩,飩餔魨蝕鲀餬飳餌饨餗
飪,飪餂飳飥飦餅飿紝飷饂
飫,飫飲餗饫餜飯鈇釱镺銇
飬,飬餋眷鮝養巻誊簝鲞弮
飭,飭餠飾飲筯餝餰釛餅饬
飮,飮龡飲歚欿欱歈歒歆欯
飯,飯鈑魬钣飲飫販饖皈餀
飰,飰飾鈰龢餅餻飣飵飳魧
飱,飱飧殮飨殗娢嬐姶嫽姈
飲,飲飮欱欸欽龡欴歛欿歙
飳,飳鉒飪餅飦飩飥餁紸餂
飴,飴餄餡鲐鮐鈶餚餙鮯甾
飵,飵飾鮓鲊鈼餴餉餠餁飭
飶,飶鮅鉍铋飹餓餀飢餆馝
飷,飷飿餌餶饂餬餇鉏蝕饆
飸,飸験驗踗瞼騐腍鵌喰臉
飹,飹飢鉚铆餠釖駠觎飶餬
飺,飺鮆觜餐貲鈭飬訾眥嶚
飻,飻鉁餩紾轸诊鰺跈聄駗
飼,飼鉰餇餼饂餌餭飷銅餉
飽,飽餉鉋飾鮑銁鲍餣蝕鮈
飾,飾飵餉節飽餠飭飹餬飰
飿,飿飷鈯餬餠飢蝕魸鉳釷
餀,餀敆銰餃敍鈘魰鈙鈫敛
餁,餁銋飳餬飵鮏飾诳鉎飪
餂,餂飪饀銛餹饂餔飷鍤飥
餃,餃鉸铰鲛鮫餀絞較賋皎
餄,餄飴鮯鉿餡谽餣鋡铪餘
餅,餅餠飦鉼鮵鮩鮷飳餻鋭
餆,餆鮡銚铫絩罀鞉飢誂駣
餇,餇餉飼饇飷餌銅饂鮦餶
餈,餈餐餮賚詧筨谷咨奙資
餉,餉餇飾飽餔銄餬餌饇蝕
養,養賽昋舂睿賨餋鯗誊鶱
餋,餋鮝觠誊飬養鲞夻睿昋
餌,餌飷餫饆蝕餇餬餶餛饢
餍,餍魇庈厣賡療匼痷庵疮
餎,餎鉻觡鮥铬臵餡鯦饹賂
餏,餏銥铱饻餓飲鋏餃錸飯
餐,餐餈餮詧谷餋容篒飺饏
餑,餑饎餺饍鋍餭饚饄餫饐
餒,餒鮾鋖餧餿餸餕馁鍰饌
餓,餓鋨锇戧饿鰍飶餏鐡鉞
餔,餔飩舖舗餹饄餉蝕餻鯆
餕,餕鋑鮻賐羧竣鍐馂鵔狻
餖,餖鋀餿饅饐蝕餭餲饎餛
餗,餗鍊饓餜鋉鯟錬飫鰊銇
餘,餘鮽餄鉩艅馀賒餴錜賖
餙,餙餚鯑飴睎晞鎐浠狶脪
餚,餚餙飴餡饈餄鎐誵饍館
餛,餛鯤餵餿餬餌錕饂饆饅
餜,餜餗锞錁饓飫餽餵饟綶
餝,餝饈餠饒餅饓飭鮄餬錺
餞,餞錢餩銭餃餧綫輚淺钱
餟,餟錣蝃缀綴涰醊畷輟腏
餠,餠餅飭飹飾餝飿鮩餗鉼
餡,餡飴餄餣餷餎餚餾饁錎
餢,餢饍館錇韽锫饁鐥饎镨
餣,餣餷餡餴餄飽鯩飴飾飭
餤,餤錟锬飲焱燄緂谈燚賧
餥,餥饕賽養蜚香謇餋萫昋
餦,餦鋹餵饟鋠饢餲饛飯鎱
餧,餧鯘餒錗饌餞餃餕餿躷
館,館饍饎餢餭饐餹舘饘餔
餩,餩飻鉁鰺鯵鲹餞鏒诊餕
餪,餪饌饟饢餜飫餌緛饃餗
餫,餫饆餌饎餶鍕餹饉餭饇
餬,餬鰗飿飷鍸餶餛餌飹餉
餭,餭饎饐饉饋饇餫館餑饒
餮,餮餐餈饏筨答容各箵簦
餯,餯饛鐌缘緣蝝鱌猭腞縁
餰,餰飾飭絎椼餠鉜餙绗勦
餱,餱鯸鍭飵飲餦緱餤飭饌
餲,餲餳饅餶鍻餇餵餫餦餖
餳,餳鰑鍚锡錫餲鯣鐋觴婸
餴,餴锛錛餣飵餘餄魪餠笲
餵,餵鍡鳂餦鰃餛餿餜銀鋃
餶,餶飷餫饆餬餌餇餲饂餹
餷,餷餣餡餄饁饡館饍饉餹
餸,餸鎹鐩鎡縌餒鏈鐽鎚谜
餹,餹饇餫饎餔饀饍館饄饉
餺,餺餑饎鎛餔鱄鳟飩饍镈
餻,餻饈餔餅饍蝕餑饄餹觧
餼,餼鎎飼霼靝飯鉰餱餇錄
餽,餽餜餗餛餠餬蝕飹飢饖
餾,餾鰡饀饡餎餡鎦飴餹餶
餿,餿饅锼鎪餵餛馊餒餖饌
饀,饀餂餾餹轁鞱饡鳐鰼鳛
饁,饁饚鎑鰪饍饐餷饈餢餄
饂,饂飷餇饇餂餛餭飼鎾餶
饃,饃饓饙鏌镆饟锳饋鍞鎮
饄,饄饉餔餑饈餹蝕餭鏜餌
饅,饅餿镘鰻饋谩饐鏝餭餲
饆,饆餫餌鑸餶鏎飷鍕鋰餛
饇,饇餇餹餭餫饂饘鏂鰸饐
饈,饈餻饍餝鱃饓饄饉饁饚
饉,饉饄餭饎餫饙鍏饐餹饈
饊,饊鏾豃鱵馓镦斆鋷鰔谶
饋,饋饐饙饎餭饅鰿鐀饞饚
饌,饌鐉饟饢餪餧餿餛餤饒
饍,饍饎館餢饐鐥餑饈鱔饁
饎,饎饍饐餭館餫饘饉饋鱚
饏,饏鰵餮鐜譥鼟鹜餐叠饕
饐,饐饎饋餭饍饘饅餑館饁
饑,饑鐖鞿耭磯鎩蟣璣譏餟
饒,饒饓饢餭饍鐃饎餑餝饞
饓,饓饃餗饒饟鏿饈餜餝饛
饔,饔甕睿容罋觺客骞奢萫
饕,饕餥饏賽骞蕃萫饔寋饗
饖,饖鱥鐬飯餛餽餬餓铖餗
饗,饗蠁響銐答饕饏餮嚮豋
饘,饘鱣鳣饎饐饇鳕館鰚蟺
饙,饙饋鐼饃鎖饉鱝鏆餫餑
饚,饚饁餑饐饋饈饍鑉鰆饉
饛,饛餯艨饟蠓鐻饓鐌獴鱌
饜,饜擪晷鋻蟨唇諅罊昬櫜
饝,饝餹饇饌饀耱餷饡饠餫
饞,饞镵艬鑱饋饒餭饎饅纔
饟,饟饢鑲饌饓餪饛饃餦餜
饠,饠鑼纙饆玀餫鐽饌鏙饝
饡,饡鑽餾餷鑚餎饀纘饁饙
饢,饢饟饌饒餪餌饅饋餫饃
饣,饣钅亇攵讠尔忄巜浟巛
饤,饤订钉奵钌飣耓靪帄玎
饥,饥阢仇讥钒仉矾矹矶铡
饦,饦讬圫饪奼仛飥矺魠秅
饧,饧钖旸砀场铴汤玚炀杨
饨,饨钝蚀飩饵饱馎砘伅魨
饩,饩饬饮饰饱汽氕侏陈钦
饪,饪妊任饦铦钰锰飪钎夝
饫,饫矨殀妖跃仸馃飫饮镺
饬,饬伤铣饰飭饩饮侁诜饼
饭,饭钣贩皈阪坂畈铍板版
饮,饮钦缼坎欢欴诙赥饻砍
饯,饯钱践賎銭残栈浅贱伐
饰,饰斾钸饬饷佈旆陏饱饩
饱,饱砲铇垉饷佨炮飽怉饨
饲,饲伺词铜侗柌钶偏饷佝
饳,饳诎础钏址饥钍奾讪袦
饴,饴饸诒铪馅始铨硆佁坮
饵,饵衈铒蚀饨钾馎饽佴饷
饶,饶铙侥硗娆跷晓挠烧桡
饷,饷姠垧姁锏殉饱姛恦馆
饸,饸铪饴姶帢铨硆娢垥給
饹,饹铬辂佫硌挌垎觡格珞
饺,饺铰佼姣皎挍校恔晈珓
饻,饻铱依餏饮畩侬挔秾倈
饼,饼缾姘硑锑皏餅锐帡併
饽,饽侼馎馑悖浡桲饵荐谆
饾,饾侸短馊脰梪哣锓偃匓
饿,饿锇俄硪娥餓峨偢皒珴
馀,馀俆徐除硢悇捈侩梌艅
馁,馁娞俀脮桵鋖餒鮾锾哸
馂,馂陖俊羧後餕饺浚晙捘
馃,馃锞饫倮婐惈棵腂餜稞
馄,馄锟倱惃尡餛婫掍绲琨
馅,馅饴谄饹馇陷锱陥偹埳
馆,馆倌婠伯傏饷倠傐镐锥
馇,馇碴饸傄饴嵖馅蹅楂铪
馈,馈偾瞆债陨儇埙愦殒碛
馉,馉磆傦谓愲谞镭锖锠语
馊,馊锼傁嫂餿饾艘螋搜瞍
馋,馋谗馂佟搀饹焂炵陖儍
馌,馌磕榼搕饸馇熆饹镒镕
馍,馍镆幙嫫谟饃嫨锳倛暯
馎,馎镈饽饨磗餺饵礡赙糐
馏,馏镏媹磂馅饹熘嫍塯倃
馐,馐傞嫅偌镑诺锘溠馆儰
馑,馑嫤殣僅谨瑾墐僵慬饽
馒,馒镘僈墁嫚谩饅慢摱鰻
馓,馓傲儆僌黴橵撒僘徹镦
馔,馔馕僎馒镤馍馈饌僷倛
馕,馕儴馔攮儾欜馒僂屢廔
首,首言苜官営百甞直营萺
馗,馗訄尳幢尰尵虺悺尯幛
馘,馘戫聝鰔琙鯎蜮誠緎鰄
香,香否昋稥杏番杳呑盉吞
馚,馚砏酚黺訜盼衯砎羒骱
馛,馛袚詙蔹秡跋敌軷故砹
馜,馜屔胒眤跜秜柅蚭狔巶
馝,馝駜珌袐祕飶秘鮅劭柲
馞,馞馟誖礃奲褠諄襑導胥
馟,馟酻馞碀辥稃撬壡馢捊
馠,馠谽馣硆碒砼硂誝鞈韐
馡,馡騑誹輫計琲鯡緋鲱裶
馢,馢醆諓虥碊輚琖踐牋巀
馣,馣醃硽馠黤硆確碴硲砼
馤,馤鞨碣馥鷭輵齃騔馧舓
馥,馥複稪輹碐馤復轰椱祲
馦,馦磏砞硃砆駷砩謙誄飜
馧,馧醖砡鞰覠礧础硼醞盅
馨,馨毊礊韾謦磬磐著薯麘
馩,馩馪穨頹韻靧豶頽磒額
馪,馪馩礗髕驞璸矉虌穦繽
馫,馫藞磊舙墓搻嘉靐辜幕
馬,馬烏舃焉舄岳扇鳥扄痣
馭,馭臤叞馺馼驭取叔敃肞
馮,馮獁溤漹獡澙潟凋冺漏
馯,馯骭盰骬旰皯盱肝咞飦
馰,馰趵駙肑駒虳魡玓酌旳
馱,馱駄臥默獃驮猒肰閄獸
馲,馲吒毼毾矺眊託毷毦毭
馳,馳貤馴骴肔耴駙駞驰咃
馴,馴剐剮駲刖瞓剛劅甽剈
馵,馵异昇舁噕鳧曻辱蓐昪
馶,馶駊跂豉肢骳馼吱駇敱
馷,馷昁騚駙骯帥肺馾師馳
馸,馸所听盺肵昕貦駀斲駈
馹,馹騧駏駶駽駔驅駧匪昍
馺,馺趿馭靸魥觙钑砐駊昅
馻,馻玧吮骱阭抁駩駼駀駘
馼,馼盿駇旼駮魰取馶馭呅
馽,馽盄鞷轟脣壼盲驫蟗蠆
馾,馾耽黕骩駀駪眈騈躭胁
馿,馿驴魲舮骺昈手所胪馹
駀,駀駫肬馾胱肍馸馱骩駣
駁,駁驳駮訤晱啖睒賋骹賧
駂,駂鷌鴇鷨鶤鶽騗鷣鴾鰢
駃,駃駚眏胦趹駷胅鴃畉鞅
駄,駄馱舦驮肽肰默猒駯獃
駅,駅釈駃駄粎蚇騍騡馺訳
駆,駆驱眍躯駓駰呕岖馺馭
駇,駇敃馼攺畋故改攷敀敌
駈,駈盺馸蚯跹坵骺肵听岴
駉,駉駧騧駟嗣颿騆甂駰胴
駊,駊馶跛貱骳鞁肢啵敡皲
駋,駋鼦昭眧騧騽騮鞀牊弨
駌,駌鴛甮駕駑眢詧鵉鸳鴽
駍,駍呼胓騈駢呯骭咞評騂
駎,駎驑舳騚骷舢瞄胉騧舶
駏,駏驅馹距駔壾睫驑耟驢
駐,駐跓賍駝駈騅眝聜馯馲
駑,駑鴑弩驽驚騖鶑鶩詧鷩
駒,駒駨跔朐胊齣馰鼩駙騊
駓,駓胚魾蚽呸駆鉟柸噽岯
駔,駔騧圌驑囲駬駏齟馹閅
駕,駕鴐駡罵鴽鴛嶣駌寯蕉
駖,駖舲跉軨朎砱肣聆昤皊
駗,駗聄跈胗轸畛眕趁診昣
駘,駘跆胎騇眙骀貽駩齝馻
駙,駙馰跗馴馷駲馳騈駒胕
駚,駚駃胦眏鞅鴃趹畉胅映
駛,駛騪驶馶駊骾肢貱跂艘
駜,駜馝馭珌鮅駫騩駠秘鉍
駝,駝舵鴕驼鼧跎鸵鮀蛇駐
駞,駞胣馳騘骲施暆肔胞貤
駟,駟駉呬駰驷馴騧吅刖叩
駠,駠聊跏駵舠馴胁飹叨駢
駡,駡罵駕鷪鶦舃嶌窵鴐焉
駢,駢騈骿聠駾胼賆腁駠跰
駣,駣罀跳聎晀眺鞉珧脁朓
駤,駤眰跮晊胵駩咥臸輊秷
駥,駥駴騀賊黬驖晠珹瞅羢
駦,駦誊鴌鮝觠韏育穒夸齤
駧,駧駉胴騆嗣騧騙驅颿駶
駨,駨駒騊驹眗昫眴胊朐呴
駩,駩騇跧酫駤駘馻牷砼詮
駪,駪馾跣暁珗騈駀駯旤肼
駫,駫胱駀珖晄靗硄駣咣皝
駬,駬駔驒驑驔驆駵顋騧駟
駭,駭骸胲賅骇畡晐赅硋輆
駮,駮骹跤賋晈胶皎較咬馼
駯,駯跦駷镻騋駄胅賝硃跺
駰,駰颿骃胭駟駉咽鞇晒駆
駱,駱鴼賂骼骆路胳鮥臵觡
駲,駲馴驯骪引刖剐别酬甽
駳,駳脠唌脡艇硟珽鯅埏鋋
駴,駴駥黬贓贜騀驐賊悈槭
駵,駵駠騑馸馴駲鶳駀駫駬
駶,駶駽馹騧騠駧鶻騙跼鴞
駷,駷脨踈騍駃駯駚騡跊騋
駸,駸騴骎寢唚鮼梫辰锓轰
駹,駹哤蛖硥牻娏彫浝彨庬
駺,駺喂眼賬哏跟琅珢蛝腲
駻,駻睅驒哻皔晘騙驆驛騜
駼,駼鵌賖艅賒畭稌硢騐鮽
駽,駽駶馹睊艒駻腈腭鞙睸
駾,駾脱駢胼骿騈聠賆腁駫
駿,駿鵔踆朘脧賐睃黢騣畯
騀,騀駥驖膱賳駴職睵睋艥
騁,騁騜體聘鹖鸭驓驃驨騹
騂,騂騨辟驊骍辞肨驒駍驆
騃,騃験唉騤聧誒驗飸髌埃
騄,騄鵦睩醁琭觮錄脙賕綠
騅,騅鵻踓雎騇脽睢雖骓雃
騆,騆駧賙颿睭琱駉皗驑騼
騇,騇駩跲駘蹌眙騟駼胎牄
騈,騈駢腁骿聠駾馾駪胼駙
騉,騉騼龭騢騠驪駺騆琨驏
騊,騊駨醄駒黣驹蜪胊駞骲
騋,騋睞駯琜聗鯠騻脥駃騬
騌,騌賩踪腙骔騡琮琼碂晾
騍,騍髁踝駷腂槑骒駃騡駯
騎,騎骑踦畸齮琦躸驕騟驈
騏,騏鶀驥踑舼龭賟黰騤頣
騐,騐踗腍鯰艌駼賒埝驗飸
騑,騑腓駵馡駀啡鯡馾畊駪
騒,騒騷驈骚瑵騽瞲駱慅軽
験,験騃驗飸鹸騤駼険镽噞
騔,騔鞨騴朅輵駶騧鶌蝎齃
騕,騕腰喓龭騴騪龮驃驤要
騖,騖鶩鸄鷘驁鷔鵞驚鵹謷
騗,騗鶣騳鵳甂鷌閅鶥鶌鶞
騘,騘聦牎唿楤揔锪惚駞愡
騙,騙騸駻駧艑蹁瞩驦駶驅
騚,騚馷駎胢瑐剻舸肺糋贜
騛,騛榌駴駥贜騀駅贓昹趴
騜,騜韙騁艎疆驙體騹驛駻
騝,騝睷踺腱駳脡鰎鞬蹥鼪
騞,騞驨驓騹驔騿蹉髊駽騯
騟,騟腧踰睮牏騇瑜腀睔揄
騠,騠镼睼踶駶哫鞮騆驑駻
騡,騡腺騌騍駷駃脲駅踪腙
騢,騢睱腵瑕暇賳騉曮嘏蹍
騣,騣艐鬷朡蝬駿翪踆鵔稯
騤,騤聧睽骙驋騃験暌騏聫
騥,騥蹂腬瑈輮韖鞣蝚嗓鰇
騦,騦腮驄跽駅聽騳諰騡锶
騧,騧駔駉馹駋驑駧駶昍踻
騨,騨驊騂驒騲羘驆駢眻肨
騩,騩馾駜聭髋魏旤鶃騍駪
騪,騪艘駛瞍膄騕煛馶駸嗖
騫,騫鶱蕎謇鴌荂鮺驀養骞
騬,騬騋駅镺騍駄駷駯騻咊
騭,騭鶿鵹鵞鷟骘鷘鸞騖鷺
騮,騮騽蹓駋骝鬸驈駱瑠矅
騯,騯髈膀嗙艕驓驍駢牓騁
騰,騰縢黱鰧腾謄膡膌驣賸
騱,騱蹊膎嗘鞵磎榽螇慀謑
騲,騲驒驊騨騿踔驥瞱騹驔
騳,騳鷌騗騧騦驪騙嗎颿騸
騴,騴駸騕暥騔髏駽騪寢膢
騵,騵羱騡騍駷脲驄鷈謜駵
騶,騶駋騽騧髃騮騾驞驪齺
騷,騷騒骚瑵慅騽騱駱蜸糔
騸,騸騙驏骟蹰駧蹁驪躕賑
騹,騹驔韙騜驩甦驙膤騁騲
騺,騺驇鷙驁鸄鷲鶖鷔幚鸷
騻,騻騋磢聗慡鏯樉騬塽摤
騼,騼驪蹗膔騉騆驏颿驉臕
騽,騽騮駋騷驈矅騒驞嚁騶
騾,騾龭骡驃驏螺駭騶驟騉
騿,騿璋瞕暐蹱瞳朣騲噇喡
驀,驀謩諅碁朞弿蟇謈幂臱
驁,驁鸄鷔鰲騖鹜鷘鶩謷騺
驂,驂黲贂黪醦髎磣嘇駗骖
驃,驃瞟膘驤骠醥騁騾駻瞸
驄,驄騦聰牕聽騡骢騵騘瞣
驅,驅駏踾驑眶镼瞘駧驢駉
驆,驆驒驔驊駻驛騨驑騆驪
驇,驇騺鷙鸷謺贄驁鷲鸄鷘
驈,驈瞲騒噊蹫驕璚騽駱騮
驉,驉髗驢號驪驦騼驏駶唬
驊,驊驒騨瞱騲騂驆驌購賗
驋,驋蹳騤驗駖験騀橃鏺飸
驌,驌驪驦璛驊嘯矖驈騧彇
驍,驍髐蹺膮嘵曉騯驃騜購
驎,驎麟暽瞵蹸駢膦疄騤騈
驏,驏驪騼騸驉轏騙騾骣驦
驐,驐蹾鷻撴躈橔瞮犜憞镦
驑,驑駎駔騧驅驔驪騆驆駋
驒,驒驆驊駻騲騨驔瞱騿駬
驓,驓贈蹭噌騁體艚驙腤騯
驔,驔騹驆驒贉驑驙瞫騿驩
驕,驕蹻嘺驈騎矯瞲噊騧騽
驖,驖賳睵職騀駥膱戡殱韯
驗,驗瞼験臉噞飸驋羷駼騐
驘,驘贏蠃臝鸁羸蝱嬴赢畐
驙,驙膻疆膤牘矒檀矐艝騜
驚,驚騖鶩鸄駑驁鷔鷩鷘弩
驛,驛曎騜駻驆暐驒肆喡睈
驜,驜蹼贌驥瞸曗瞨轐蹀驤
驝,驝嗊駻贖蹎賾嘖屪膆臗
驞,驞臏髕矉璸龮贖殯馪穦
驟,驟駖騾騛駍駼馻騮腏驄
驠,驠臙曣騑驊贜骵騀馳嚥
驡,驡鸗讋萼霅蠪雩聾蔫薦
驢,驢髗驉驅驪黸驑騿駏矑
驣,驣騰鰧膡驨睠腾蹐縢騎
驤,驤驃躟釀龭驜騏騕骧瞸
驥,驥龮贌驜騏騲骥驊龭騕
驦,驦骦驌騙驪驉駶驑驈騠
驧,驧騚驐瞮蹡骼騨驠騈驊
驨,驨瓗騁騞聕聐騜晧腭矒
驩,驩矔嚾臞騹躣臛矐黫驔
驪,驪騼驌驏矖驑驢矌驦驆
驫,驫旱早皁嚞导帛晜辠譶
马,马乌鸟吗写冯諐凹玛蚂
驭,驭収取叹蚁臤馭吸靫舣
驮,驮駄馱耿畎獃舦酜欤肰
驯,驯甽蛳玔駲哵聊叽馴酬
驰,驰吔貤虵弛肔咃牠驷毑
驱,驱眍駆岖呕躯骃怄蛧抠
驲,驲驵蝞醧蝐蝈嘔蜛暅骃
驳,驳駁訤骹駮蚥蛟啖睒賋
驴,驴舮馿旷驲骔螈驼胪骈
驵,驵驲咀蜖蝹啒喎蜛蛆琱
驶,驶駛骾艘瞍醙貱蚑蚾骳
驷,驷呬骃驯吅蜖叩蛔咽蝈
驸,驸咐蚹弣跗坿胕軵驹附
驹,驹玽眗胊呴朐蚼昫驸晌
驺,驺骀骆骝聸喒啗咍嗈蜭
驻,驻驵蛙蚟聇蛀骍蛄骓蚰
驼,驼鸵舵蛇駝砣咜酡苝岮
驽,驽弩鴑駑詧眘腎拏督彆
驾,驾賀疍聟胥鸳骂眢鴐旹
驿,驿峄骚蜂蛏跭胮骆瑵艂
骀,骀眙驺咍胎珆跆駘貽蛤
骁,骁哓蛲晓峣跷硗娆哜铙
骂,骂罝詈鼍峕罥訔麠嘼罩
骃,骃驷咽胭珚駰蛃驱呬驲
骄,骄峤轿鞒硚骈哜矫骕琾
骅,骅哗晔聯聨蠏吽跸桦骆
骆,骆珞蛒咯駱胳略路臵賂
骇,骇畡胲晐咳峐赅駭骸輆
骈,骈聠蛢皏骕胼帡蜣呏軿
骉,骉鼂贔暃聶曧瞐圼皨蠱
骊,骊聏酾鲡蚅丽喕蜽瓨瓳
骋,骋聘驲腭鴠琩鴡鵈呺螐
验,验睑脸崄硷琻呛捡险检
骍,骍騂蛘蚌噼驻啈辞辟咩
骎,骎唚蟃寢琝駸嗄幔暥疆
骏,骏睃唆畯朘脧踆晙賐峻
骐,骐琪蜞琠唭蛽唺帺項踑
骑,骑琦躸畸騎踦崎輢蜟旑
骒,骒蜾踝腂騍躶髁珉呮蜆
骓,骓琟唯雎蜼睢踓蟭堆騅
骔,骔琮騌腙踪賩琼弶螅咛
骕,骕骈啸蟏蟎聠骒驮咞骦
骖,骖醦贂嘇驂幓鲹蟉珍聄
骗,骗骟蝙蜛瞩蹁驲啹艑嗎
骘,骘彆瞖膂鹥皆瞥皙諬晳
骙,骙聧睽騤暌揆啖聫楑睒
骚,骚瑵騒驿騷蛏搔慅怪軽
骛,骛鹜瞀骜蝥聱暓鳌贅譥
骜,骜聱骛鳌螯譥嗸鹜瞀睯
骝,骝驷瑠蝄騮驵喎蹓骆嵧
骞,骞弿謇搴霉寋賽舂萫春
骟,骟骗骣蟵瞩蜄蹰帪嗎啹
骠,骠螵嘌瞟醥膘幖驃骥噥
骡,骡螺骤螦騾噄骠蝝蟓骖
骢,骢聰蟌璁嗯幒螅憁聦驄
骣,骣骟瞩嘱骗喔腛嗕躔琚
骤,骤骡螺噄骇骧螦聚騾璨
骥,骥骐嗼蟥璜驥骧嘍噥骠
骦,骦驦驲骕蠾嚝礵嗝啒璛
骧,骧嚷囔瓖釀哄躟蠰噀骐
骨,骨暠畳膏咠冒肙号旹目
骩,骩肍馾骫骪耽眈骯骴肋
骪,骪駲骩凯肌飘矾訉凱舤
骫,骫骩肒骪骯肍訙瓹髍肬
骬,骬盱骭旴盰弙旰酑吁肝
骭,骭盰馯旰骬盱肝矸訐軒
骮,骮黓戨戬聀戝戕戢戥猒
骯,骯髚骩肮瓹髍馷航貥骫
骰,骰殷毆嗀毄彀酘毁毀鷇
骱,骱齘砎畍魪斺馻蚧玠黺
骲,骲胞跑靤砲鞄眗玸眴咆
骳,骳駊皵貱跛鞁馶骰皱詖
骴,骴眦跐皉玼毗玭砒訿齜
骵,骵缽躰牀砵髒諃钵蹨臥
骶,骶舐眡眂胝貾賦猒砥觗
骷,骷駎鬴骭盬點黠辪畾酤
骸,骸駭胲賅骇硋畡該晐輆
骹,骹駮胶皎賋跤晈较較詨
骺,骺斮缿斲靳所斬駈斳斵
骻,骻胯舿髉跨晇眙誇跲肹
骼,骼鴼駱髂觡略幤眳賂硌
骽,骽脮鞖哸髅鮾骸馁睬骾
骾,骾瞍驶骳駛硬眼瞡瓹覵
骿,骿駢聠胼賆缾騈硑駾皏
髀,髀睥聛脾牌髒碑盽髆瞱
髁,髁腂騍踝骒課腴旤胑眠
髂,髂骼眳略碦硌賂脗胳駱
髃,髃腢瞯昍瞤腡髑瞷睭騧
髄,髄髓膼膸膇蹥磓瓋讁跪
髅,髅媵骽骸腇骰臜躜瞍踥
髆,髆膊賻嵵髀鹃膞牔睛髇
髇,髇皜碻瞎臨謞鶻霝唁鴭
髈,髈騯膀艕骿牓髋嗙髖髇
髉,髉骻確雕騅馣睢讎睳眙
髊,髊蹉睰艖醝磋體矔騞瑳
髋,髋旤腉髖髁胇髈骿覸駪
髌,髌膑髏腠騃顝睙頣瞚騏
髍,髍肵盺蹠蹏斨疈骯听腑
髎,髎蹘膠磟賿疁謬醪驂豂
髏,髏瞜膢顝艛矆髌暥騴麚
髐,髐驍蹺膮譊磽曉髒嘵髀
髑,髑臅躅韣髃睊噣瞷瞤鶻
髒,髒髀骵髐膟膵髅脺睟睥
髓,髓膸髄膇驉膼跪鵩隨磓
體,體聘蹧矒矔晿騜騁腭噌
髕,髕臏驞矉髖馪顝礗矌髑
髖,髖臗韻髕瞶顝膹賾髋聵
髗,髗矑臚瞊曥驉艫矋驢膅
高,高萵髙畵冨卨亯夁宫富
髙,髙萵高卨畵冨晑圁冝阊
髚,髚骯訢訪訧訹訴前瓿読
髛,髛詋誽誢鶃靚覗詽誳詛
髜,髜鵿誢巐讘諞謘譊諢譟
髝,髝誝訡讃諧軂訜誻詥謗
髞,髞諜譟課諛誤謀諫譔謤
髟,髟彯髦髭毝鬽虨髪髿彭
髠,髠髧髣髭髡髨甏髯鬍髢
髡,髡髧髨髳髸髤髴髦鬤鬃
髢,髢髱髯髰鬠髭髦髫髷鬇
髣,髣髩髶鬟髺髻鬊髵髰甏
髤,髤髬鬑髳髡柔髸髨髧寀
髥,髥髺髯鬌鬊髶髻鬈髩髾
髦,髦髼耄鬇髫毞鬓鬡鬈髯
髧,髧髡髨髴髳髸髤鬍鬀髵
髨,髨髡髸鬀鬃髧髴鬂鬤髳
髩,髩髵髻髺髥鬗髣髶鬍髯
髪,髪髮髲鬚鬓髳髫鬟髸鬉
髫,髫鬊鬈髻髦髯髺鬌髥鬐
髬,髬髤髳鬈鬚髧耋髫髦髪
髭,髭髢髠髦鬍髿髟髡髲毝
髮,髮髪髲鬉髸髳鬚鬟髫鬈
髯,髯髱髶髰鬙髥鬇鬒鬠髾
髰,髰髯髶髺鬓髻髷鬠鬊鬌
髱,髱髯髶鬌髥鬠髾髢髫髰
髲,髲髪髮鬓鬟鬕鬂髦鬠髼
髳,髳髤髨鬃髧髸髡鬑鬈髫
髴,髴鬀髨鬍鬅髸髧鬤鬑髡
髵,髵鬍髩鬗髷鬋髻鬅髺髴
髶,髶髻髺鬓髯鬟髰鬊鬌鬒
髷,髷鬍鬜鬅髵髰髾髯鬠髴
髸,髸鬃鬂鬑鬤髨鬓鬟鬀髴
髹,髹鬆髳鬏鬈髸髤髧鬃鬂
髺,髺髻鬊髶鬐鬌髥鬟髩鬙
髻,髻髺髶鬊鬌鬐鬟髫鬓髩
髼,髼髦鬔鬓鬡鬐髻耄鬇鬌
髽,髽鬡髼髿丞鬔鬖鬇髦髬
髾,髾鬙髯髶髻鬠髥髷蟚髺
髿,髿鬖髽鬆髭鬏髢髟髮髬
